"x"
"1"	2
"2"	11
"3"	18
"4"	27
"5"	28
"6"	29
"7"	32
"8"	35
"9"	37
"10"	41
"11"	49
"12"	54
"13"	58
"14"	60
"15"	62
"16"	63
"17"	64
"18"	66
"19"	69
"20"	72
"21"	73
"22"	75
"23"	77
"24"	78
"25"	84
"26"	85
"27"	93
"28"	94
"29"	98
"30"	99
"31"	100
"32"	105
"33"	115
"34"	119
"35"	121
"36"	122
"37"	124
"38"	128
"39"	134
"40"	135
"41"	136
"42"	138
"43"	142
"44"	143
"45"	144
"46"	146
"47"	152
"48"	153
"49"	154
"50"	155
"51"	158
"52"	159
"53"	160
"54"	161
"55"	166
"56"	167
"57"	168
"58"	169
"59"	170
"60"	171
"61"	176
"62"	181
"63"	183
"64"	185
"65"	186
"66"	187
"67"	192
"68"	194
"69"	198
"70"	207
"71"	208
"72"	209
"73"	219
"74"	220
"75"	222
"76"	226
"77"	228
"78"	231
"79"	232
"80"	233
"81"	234
"82"	235
"83"	236
"84"	240
"85"	241
"86"	247
"87"	251
"88"	259
"89"	260
"90"	264
"91"	267
"92"	268
"93"	277
"94"	278
"95"	279
"96"	281
"97"	284
"98"	286
"99"	293
"100"	299
"101"	300
"102"	301
"103"	302
"104"	303
"105"	304
"106"	305
"107"	307
"108"	310
"109"	311
"110"	314
"111"	318
"112"	319
"113"	320
"114"	322
"115"	324
"116"	325
"117"	326
"118"	327
"119"	328
"120"	334
"121"	335
"122"	338
"123"	340
"124"	341
"125"	342
"126"	343
"127"	344
"128"	350
"129"	353
"130"	354
"131"	355
"132"	356
"133"	357
"134"	360
"135"	363
"136"	368
"137"	369
"138"	371
"139"	372
"140"	373
"141"	379
"142"	381
"143"	382
"144"	385
"145"	390
"146"	391
"147"	392
"148"	398
"149"	400
"150"	401
"151"	403
"152"	405
"153"	406
"154"	408
"155"	409
"156"	410
"157"	411
"158"	412
"159"	413
"160"	416
"161"	421
"162"	422
"163"	423
"164"	424
"165"	426
"166"	427
"167"	428
"168"	429
"169"	431
"170"	438
"171"	440
"172"	441
"173"	445
"174"	446
"175"	447
"176"	448
"177"	449
"178"	451
"179"	452
"180"	455
"181"	459
"182"	460
"183"	462
"184"	465
"185"	468
"186"	469
"187"	473
"188"	478
"189"	479
"190"	481
"191"	483
"192"	484
"193"	485
"194"	487
"195"	493
"196"	495
"197"	497
"198"	498
"199"	500
"200"	501
"201"	503
"202"	504
"203"	505
"204"	506
"205"	508
"206"	511
"207"	512
"208"	513
"209"	515
"210"	517
"211"	518
"212"	519
"213"	524
"214"	528
"215"	531
"216"	532
"217"	533
"218"	536
"219"	537
"220"	538
"221"	540
"222"	541
"223"	542
"224"	543
"225"	544
"226"	547
"227"	548
"228"	555
"229"	556
"230"	557
"231"	558
"232"	560
"233"	562
"234"	563
"235"	564
"236"	566
"237"	567
"238"	569
"239"	571
"240"	574
"241"	575
"242"	576
"243"	579
"244"	580
"245"	584
"246"	585
"247"	591
"248"	592
"249"	593
"250"	594
"251"	597
"252"	602
"253"	603
"254"	604
"255"	605
"256"	607
"257"	613
"258"	614
"259"	615
"260"	617
"261"	618
"262"	619
"263"	620
"264"	621
"265"	623
"266"	626
"267"	627
"268"	628
"269"	631
"270"	632
"271"	634
"272"	637
"273"	638
"274"	639
"275"	640
"276"	641
"277"	643
"278"	648
"279"	649
"280"	650
"281"	651
"282"	657
"283"	658
"284"	659
"285"	661
"286"	664
"287"	666
"288"	667
"289"	670
"290"	671
"291"	672
"292"	673
"293"	674
"294"	678
"295"	683
"296"	684
"297"	686
"298"	692
"299"	693
"300"	694
"301"	697
"302"	698
"303"	701
"304"	702
"305"	703
"306"	708
"307"	709
"308"	723
"309"	728
"310"	729
"311"	730
"312"	732
"313"	734
"314"	735
"315"	736
"316"	743
"317"	744
"318"	753
"319"	757
"320"	759
"321"	764
"322"	770
"323"	771
"324"	777
"325"	778
"326"	779
"327"	780
"328"	781
"329"	784
"330"	788
"331"	791
"332"	794
"333"	795
"334"	796
"335"	800
"336"	801
"337"	802
"338"	803
"339"	804
"340"	805
"341"	811
"342"	812
"343"	813
"344"	814
"345"	815
"346"	817
"347"	819
"348"	820
"349"	822
"350"	823
"351"	824
"352"	832
"353"	833
"354"	834
"355"	841
"356"	845
"357"	851
"358"	852
"359"	853
"360"	854
"361"	855
"362"	856
"363"	862
"364"	866
"365"	868
"366"	869
"367"	870
"368"	874
"369"	877
"370"	884
"371"	885
"372"	886
"373"	887
"374"	892
"375"	895
"376"	896
"377"	901
"378"	903
"379"	904
"380"	905
"381"	906
"382"	909
"383"	915
"384"	916
"385"	919
"386"	922
"387"	923
"388"	925
"389"	926
"390"	927
"391"	928
"392"	931
"393"	935
"394"	936
"395"	937
"396"	938
"397"	940
"398"	944
"399"	945
"400"	948
"401"	949
"402"	950
"403"	955
"404"	956
"405"	958
"406"	959
"407"	961
"408"	974
"409"	976
"410"	977
"411"	978
"412"	981
"413"	982
"414"	983
"415"	985
"416"	987
"417"	992
"418"	994
"419"	995
"420"	1000
"421"	1001
"422"	1003
"423"	1004
"424"	1005
"425"	1006
"426"	1007
"427"	1009
"428"	1010
"429"	1011
"430"	1013
"431"	1014
"432"	1019
"433"	1021
"434"	1022
"435"	1026
"436"	1030
"437"	1031
"438"	1032
"439"	1036
"440"	1037
"441"	1038
"442"	1040
"443"	1041
"444"	1042
"445"	1043
"446"	1044
"447"	1045
"448"	1046
"449"	1049
"450"	1051
"451"	1052
"452"	1056
"453"	1057
"454"	1059
"455"	1060
"456"	1062
"457"	1063
"458"	1071
"459"	1072
"460"	1073
"461"	1074
"462"	1076
"463"	1077
"464"	1079
"465"	1082
"466"	1083
"467"	1088
"468"	1090
"469"	1091
"470"	1095
"471"	1096
"472"	1098
"473"	1099
"474"	1101
"475"	1102
"476"	1105
"477"	1107
"478"	1108
"479"	1112
"480"	1113
"481"	1115
"482"	1117
"483"	1121
"484"	1122
"485"	1123
"486"	1124
"487"	1128
"488"	1129
"489"	1130
"490"	1131
"491"	1132
"492"	1137
"493"	1142
"494"	1146
"495"	1147
"496"	1148
"497"	1149
"498"	1151
"499"	1153
"500"	1154
"501"	1155
"502"	1157
"503"	1158
"504"	1159
"505"	1160
"506"	1161
"507"	1167
"508"	1170
"509"	1173
"510"	1177
"511"	1178
"512"	1184
"513"	1186
"514"	1188
"515"	1189
"516"	1190
"517"	1191
"518"	1192
"519"	1196
"520"	1197
"521"	1198
"522"	1204
"523"	1208
"524"	1214
"525"	1215
"526"	1216
"527"	1217
"528"	1218
"529"	1220
"530"	1222
"531"	1223
"532"	1225
"533"	1226
"534"	1227
"535"	1228
"536"	1230
"537"	1238
"538"	1239
"539"	1240
"540"	1241
"541"	1242
"542"	1245
"543"	1246
"544"	1247
"545"	1251
"546"	1252
"547"	1253
"548"	1254
"549"	1255
"550"	1257
"551"	1260
"552"	1261
"553"	1262
"554"	1263
"555"	1264
"556"	1265
"557"	1267
"558"	1268
"559"	1270
"560"	1277
"561"	1280
"562"	1281
"563"	1283
"564"	1284
"565"	1286
"566"	1289
"567"	1290
"568"	1292
"569"	1297
"570"	1298
"571"	1299
"572"	1301
"573"	1302
"574"	1304
"575"	1306
"576"	1307
"577"	1308
"578"	1311
"579"	1312
"580"	1323
"581"	1326
"582"	1327
"583"	1328
"584"	1329
"585"	1330
"586"	1335
"587"	1346
"588"	1347
"589"	1351
"590"	1353
"591"	1356
"592"	1357
"593"	1358
"594"	1359
"595"	1360
"596"	1361
"597"	1365
"598"	1367
"599"	1369
"600"	1372
"601"	1373
"602"	1374
"603"	1375
"604"	1377
"605"	1379
"606"	1382
"607"	1383
"608"	1389
"609"	1390
"610"	1393
"611"	1394
"612"	1398
"613"	1399
"614"	1400
"615"	1401
"616"	1404
"617"	1406
"618"	1407
"619"	1408
"620"	1409
"621"	1412
"622"	1415
"623"	1416
"624"	1417
"625"	1418
"626"	1419
"627"	1420
"628"	1425
"629"	1428
"630"	1436
"631"	1438
"632"	1439
"633"	1440
"634"	1445
"635"	1446
"636"	1447
"637"	1450
"638"	1451
"639"	1452
"640"	1453
"641"	1458
"642"	1465
"643"	1466
"644"	1467
"645"	1474
"646"	1475
"647"	1476
"648"	1479
"649"	1480
"650"	1481
"651"	1487
"652"	1488
"653"	1491
"654"	1492
"655"	1493
"656"	1496
"657"	1498
"658"	1499
"659"	1503
"660"	1507
"661"	1511
"662"	1512
"663"	1514
"664"	1515
"665"	1519
"666"	1523
"667"	1524
"668"	1525
"669"	1526
"670"	1528
"671"	1529
"672"	1534
"673"	1539
"674"	1540
"675"	1542
